recordId,stoylProductId,productId,productVersion,updateType,feature,featureDescription,functionalArea,setupEffort,newFunctionalityTitle,newFunctionality,trainingAndTestingImpact,publishDate,tentativeProductionDate,documentationCorrected,documentationCorrectedDate,businessProcesses,processTasks,webServicesName,securityDomains,currentName,formerName,retired,featureJira,Feature Opt-In,Adoption Item(s)
1448,PR29,WDAY,29,feature release,Workday 29 - Security for Operational Transactions,"With Workday 29, we continue to enhance security for operational transactions. You can now secure your financial transaction processing at a more granular level, enabling you to control who can perform different tasks on transactions based on company and unconstrained roles.

For details, see: Security for Operational Transactions What's New Video (https://community.workday.com/node/314245).",Cash Management,Setup Required,Submit Gift Web Service,We add a new Responsible Organization attribute on the Submit Gift web service that you can configure to secure organization worktags to your gifts.,,8/5/2017,9/9/2017,,,,,,,,,,FINCSH-10274,,
1449,PR29,WDAY,29,feature release,Workday 29 - Supplier Invoice Discount Date Filter,"With Workday 29, you can now filter supplier invoices by discount dates on settlement runs, enabling you to maximize your supplier discounts and cost savings.

For details, see: Supplier Invoice Discount Date Filter What's New Video (https://community.workday.com/articles/312922).",Banking and Settlement,Automatically Available,Settlement Run Custom Filter Web Services,"We update these web services to support the new Discount Dates from Settlement Run Date In (Days) filter:
- Get Settlement Run Custom Filters
- Put Settlement Run Custom Filter",This feature may impact your training materials.,8/5/2017,9/9/2017,,,,,,,,,,FINSET-1359,,
1450,PR29,WDAY,29,feature release,Workday 29 - Committees,"Workday 29 continues to enhance your ability to manage your committees. We also enable you to give committee memberships and roles to admission counselors and students, and we continue streamlining the user interface.

For details, see: Committees What's New Video (https://community.workday.com/articles/312284).",Organizations and Roles,Automatically Available,Find Committee Candidates Report,"Workday 29 enhances the Find Committee Candidates report to better support multiple person types:
- The Academic Unit facet now includes results for admissions counselors and students.
- Search results now display the person type next to a person's name.

We also add these new search facets:
- Academic Level
- Has Academic Appointment

We update these facets to better evaluate people with multiple person types:
- Is Academic Affiliate
- Is Admissions Counselor
- Is Student
- Is Worker",This feature may impact your training materials.,8/5/2017,9/9/2017,,,,,,,,,,HREG-11610,,
1451,PR29,WDAY,29,feature release,Workday 29 - Delivery Tracking,"With Workday 29, we continue to enhance delivery tracking functionality by enabling you to organize and capture multiple deliveries at once, reducing delivery times and improving traceability.

For details, see: Delivery Tracking What's New Video (https://community.workday.com/articles/311642).",Inventory,Setup Required,Capture Goods Delivery,"We add these new prompts on the Capture Goods Delivery task so that you can select the location you deliver to and the goods delivery group you deliver:
- Deliver-To
- Goods Delivery Group

We also update the Goods Delivery Run prompt so that you can now select multiple delivery runs.",,8/5/2017,9/9/2017,,,,,,,,,,FININV-6180,,
1452,PR29,WDAY,29,feature release,Workday 29 - Average Daily Balance Processing,"Workday 29 streamlines the way we process and calculate average daily balances (ADB), providing you with more accurate data. When you retroactively adjust a posted journal or post a new journal and run the ADB process, Workday now regenerates the balance based on the accounting date of all adjusted journals since the previous run.

For details, see: Average Daily Balance Processing What's New Video (https://community.workday.com/articles/315540).","Common Financial Management

Financial Accounting",Automatically Available,Average Daily Balance Report Data Source,"With this update, we add a new By Organization filter on the Average Daily Balance report data source (RDS), enabling you to report average daily balances by organization.",,8/5/2017,9/9/2017,,,,,,,,,,FINCLS-12131,,
1453,PR29,WDAY,29,feature release,Workday 29 - Student Staffing Reporting,"Workday 29 enhances reporting and dashboards to support your student appointees and workers, enabling greater insight into your student workforce.

For details, see: Student Staffing Reporting What's New Video (https://community.workday.com/articles/312222).",Staffing,Setup Required,Student Members For Supervisory Organization,"Workday 29 delivers the new Student Members for Supervisory Organization profile report, secured to these domains:
- Reports: Organization 
- Reports: Supervisory Organization View as of Date 

You can use this report to quickly view student workers in your supervisory organization.",,8/5/2017,9/9/2017,,,,,,"Reports: Organization (existing)
Reports: Supervisory Organization View as of Date (existing)",,,,HREG-10839,,
1454,PR29,WDAY,29,feature release,Workday 29 - Unified Mobile Inbox,"Workday 29 synchronizes desktop and mobile Inbox functionality, giving you enhanced performance and improved usability.

For details, see: Unified Mobile Inbox What's New Video (https://community.workday.com/node/312645).",System,Automatically Available,Process History,"We now enable you to view the process history of an Inbox item by selecting Related Actions > Process History from the related actions menu of the Inbox item.

We apply these changes to Workday on: 
- Android 
- iPad
- iPhone",This feature may impact your training materials.,8/5/2017,9/9/2017,,,,,,,,,,MOBILEIOS-10650,,
1455,PR29,WDAY,29,feature release,Workday 29 - Year-End Reporting for U.S. Virgin Islands,Workday 29 enables you to process year-end tax reporting for workers in the U.S. Virgin Islands in the same system you use for your U.S. workers. This helps you meet year-end payroll compliance requirements and reduces the manual effort and operational cost of outsourcing Virgin Islands payroll to a third-party vendor.,USA Payroll,Automatically Available,Maintain US Territory Year End Form Sorting Setup,"Now you can use the Maintain US Territory Year End Form Sorting Setup task to specify for the U.S. Virgin Islands how to split forms into batches and how to sort forms within batches for printing. You can sort by:
- Company
- Employee Status
- Location
- Zip Code",This feature may impact your training materials.,8/5/2017,9/9/2017,,,,,,,,,,PAYWDUSA-10057,,
1456,PR29,WDAY,29,feature release,Workday 29 - Multidimensional Sales Item Pricing,"Workday 29 provides the ability to set multidimensional pricing on sales items, enabling you to create a flexible pricing structure and enhancing usability.

For details, see: Multidimensional Sales Item Pricing What's New Video (https://community.workday.com/articles/311930).",Customer Contracts,Automatically Available,Set Up Sales Item Pricing Configuration,"Workday delivers a new Set Up Sales Item Pricing Configuration task (secured to the Set Up: Sale Item and Set Up: Customer Contract domains) that you can use to create:
- A default sales item price list.
- Price list overrides by company.",This feature may impact your training materials.,8/5/2017,9/9/2017,,,,Set Up Sales Item Pricing Configuration,,"Set Up: Customer Contracts (existing)
Set Up: Sale Item (existing)",,,,FINREV-17677,,
1457,PR29,WDAY,29,feature release,Workday 29 - Configurable Job Applications,"With Workday 29, you can configure templates that define rules for information on job applications you receive from external and internal candidates, enabling you to tailor job applications to specific jobs.",Recruiting,Automatically Available,Education Dates for Pre-Hire Records,"To better protect candidate information, Workday no longer displays these fields when you view a candidate's profile from their pre-hire record if any of the candidate's job applications are linked to a job application template configured with the Hide for All option:
- Education: From
- Education: To",This feature may impact your training materials.,8/5/2017,9/9/2017,,,,,,,,,,HRREC-27201,,
